Actor,file_name,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,MFCC14,MFCC15,MFCC16,MFCC17,MFCC18,MFCC19,MFCC20,ZCR,emotion
Actor_03,03-01-01-01-02-01-03.wav,-662.19574,81.63296,-3.577662,16.832027,1.7413378,13.511321,-3.9467418,-3.5146759,-10.031095,-0.40375775,-3.0484464,-6.7061324,-0.13584062,0.09227215,-5.4389615,-0.29106954,-0.6614316,-2.9571052,-2.4981737,-1.5017663,0.07243481667933131,neutral
Actor_03,03-01-05-02-01-02-03.wav,-364.18478,67.36594,-19.308813,12.431146,-1.610373,4.454058,-8.195003,1.2907875,-11.496608,-9.479123,-2.2458413,-4.919535,-5.0647087,-2.8756173,-4.7803164,-1.7150477,-2.5915425,-2.824771,-2.383801,-0.766469,0.0871883512409201,angry
Actor_07,03-01-08-02-02-01-07.wav,-544.6024,59.524452,-4.9843564,14.89636,-0.71952766,9.685143,-12.071995,-4.671688,-9.281243,-7.1823587,-3.514343,-3.281261,-6.6773343,-2.5487866,-2.9272401,-1.8438143,-6.095583,-0.16857722,-2.1484149,-6.5564885,0.08925267269736842,surprised
Actor_14,03-01-04-02-02-01-14.wav,-643.95154,50.93908,-7.256976,6.9210095,-3.4186492,-3.51572,-13.030897,-2.448693,-15.380572,-7.35546,-3.8848517,-5.632603,-5.6736293,-3.3446453,-2.9093955,-5.7064323,-3.5215945,-2.4998817,-4.520185,-3.2974925,0.08205531023550725,sad
Actor_13,03-01-04-02-02-02-13.wav,-756.87146,74.832565,17.293522,23.745298,8.652236,18.880535,1.4567176,6.5103035,-1.4267963,2.004037,-0.055397213,0.32810706,1.568725,1.3586651,-1.4997553,4.7068806,-0.40828592,-0.35816875,2.2666976,-1.8858166,0.05785565043604651,sad
Actor_09,03-01-02-01-02-02-09.wav,-778.4702,86.27202,11.932851,27.689022,10.715956,20.678667,5.5093546,5.190749,-0.8364963,-2.7420046,4.789804,4.64159,-0.020634074,1.2331443,4.3103223,1.8234957,0.004357728,2.6128728,1.4971802,-0.4033896,0.05699772621268657,calm
Actor_25,03-01-04-02-02-02-25.wav,-210.715,44.16172,19.788483,12.265002,5.63747,-1.2831787,-14.484337,-3.9170663,-3.3840926,-1.83671,0.39146745,-1.0444939,-2.7965198,-5.073147,-4.979999,-3.194893,-4.112697,-1.1061857,-0.4186182,-2.5674584,0.20749664306640625,sad
Actor_22,03-01-04-01-02-01-22.wav,-657.06555,66.82609,-5.1743045,6.319111,-8.138712,10.800665,-8.267332,-1.1061006,-11.4363165,-13.676721,-6.1034994,-1.5237747,1.6446686,-8.205898,-6.399375,1.155724,-6.4720345,-0.13319516,-8.59647,-3.7827659,0.07518823596014493,sad
Actor_15,03-01-04-01-01-02-15.wav,-700.3229,87.36529,5.758627,18.063429,10.3722,21.971119,-2.22511,9.085388,5.5605106,-0.9297738,3.4849396,4.5132256,2.44185,4.137749,5.1238585,2.6851408,0.6665465,3.7399836,0.8620251,0.4122973,0.041705519153225803,sad
Actor_05,03-01-02-02-01-02-05.wav,-818.1124,69.37383,11.634333,22.768675,11.425703,10.675944,3.4388793,3.364324,1.1843284,0.3870952,5.925577,5.276465,5.5398927,5.554873,0.8939395,1.8894753,1.436909,1.9973104,2.320864,-0.24483834,0.06912931257387707,calm
Actor_24,03-01-04-01-02-02-24.wav,-722.56287,66.42899,1.0844055,14.247135,-4.5040135,3.7560296,-9.863364,0.0362111,-11.028365,-2.4154131,-6.606638,-6.2706456,-2.6727164,-5.8399725,-1.4499326,-4.3844385,-4.403044,0.8191557,-4.765738,-3.7886198,0.06847330729166666,sad
Actor_19,03-01-05-01-01-02-19.wav,-597.4674,76.551216,-2.5095222,13.164075,8.3234,10.686421,-0.49226415,2.1718168,-3.6867146,-1.5902311,-6.145914,-1.3049834,6.5132465,-1.5234957,-4.290057,4.0428114,1.0657755,-0.9127095,2.253749,0.66307193,0.055793148347701146,angry
Actor_08,03-01-03-02-02-02-08.wav,-576.72675,75.47739,-17.455122,2.709566,5.7126846,7.6499896,-12.940028,0.7955644,-5.9988585,-9.920557,0.1796781,-2.3339798,-7.7428374,-4.8609304,-6.042555,-2.9340365,-1.325673,-0.76384836,-3.3360658,-3.7333074,0.07202544341216216,happy
Actor_06,03-01-03-01-01-01-06.wav,-652.02704,94.69933,-29.828402,-4.8826027,13.840913,5.2129054,-20.845322,-12.188813,-10.927518,-9.06096,-0.9893375,0.9480407,-10.48848,-7.310635,-2.0954385,-2.212001,-6.096439,-0.28821817,-5.5601654,-6.952212,0.0756335890436747,happy
Actor_10,03-01-04-02-02-02-10.wav,-611.62354,66.78094,3.449656,19.386967,5.7699986,12.156928,-5.88949,3.9846542,-10.693567,-10.592658,0.17221522,-3.7423608,-6.8198714,-4.6838775,-2.0520067,-1.5852703,-4.9574866,1.1105388,1.3075459,-3.6381056,0.10679658348880597,sad
Actor_25,03-01-04-01-02-01-25.wav,-202.4927,50.035656,17.153414,12.178808,8.665528,-8.179074,-7.550635,-2.5732439,-0.8292474,-1.7054799,1.2641107,-0.48665094,-3.1467345,-3.2990727,-7.8328304,-5.9787374,-6.4975543,-2.3400419,-0.420726,-1.4074107,0.1886917372881356,sad
Actor_02,03-01-05-02-02-01-02.wav,-437.46176,46.474915,-25.999445,-5.887986,-9.137497,-9.2743635,-16.633015,1.2840624,-11.299037,-13.147175,-4.465234,-6.250961,-8.2641,-3.291748,-8.560137,-7.1119947,-5.0630894,-2.7727842,-4.8158617,0.56009245,0.08652058053523937,angry
Actor_14,03-01-05-02-01-01-14.wav,-412.90613,52.427887,-28.589626,-5.5563045,-9.916738,-10.55007,-20.345621,1.1806977,-10.105061,-9.804389,-4.0505366,-3.9238007,-6.970242,0.6851167,-1.8918269,-0.3531061,4.062602,4.5829477,-0.44576183,3.2330246,0.08913507247506235,angry
Actor_21,03-01-06-02-01-02-21.wav,-528.0351,74.394394,-13.838411,8.654823,3.8275917,12.350808,-9.247616,-2.9921126,-2.8087816,-5.7093263,-9.668952,-2.2680817,2.0880806,-6.620092,-5.9682856,0.22064298,-1.1448255,-0.7857264,0.75581175,-3.7264836,0.07298990885416666,fearful
Actor_09,03-01-08-01-01-01-09.wav,-791.64734,85.73398,17.1845,21.360312,12.790649,20.197716,5.1101446,6.271457,1.8616422,1.7826432,5.337021,2.651128,0.42516646,2.4056406,4.265802,2.8166623,2.0176082,3.6917763,2.6152012,1.2720988,0.049072265625,surprised
Actor_14,03-01-06-01-01-01-14.wav,-744.66705,54.15869,-0.4014255,19.561022,3.4543917,5.84006,-9.483125,1.6419655,-12.607883,-2.4720776,-4.3929615,-4.4929757,-4.4662557,-5.1092196,-4.2363753,0.5502827,-4.347763,-1.4808315,-2.9851162,-3.2902236,0.07639747329905064,fearful
Actor_03,03-01-01-01-02-02-03.wav,-652.5885,77.51371,-1.5408558,17.84109,0.7131475,14.448554,-2.5529974,-4.6707406,-12.221157,-1.5976422,-3.854779,-7.1611824,-1.4848602,-0.67377114,-3.786654,-0.76546526,-1.3276908,-3.5085742,-2.5080462,-0.79408646,0.1021691070743865,neutral
Actor_08,03-01-04-01-02-02-08.wav,-750.23004,78.00762,18.142235,20.196815,8.863703,18.825556,-1.5889727,11.107013,-8.741,-2.4979162,-1.4644741,1.0835044,4.38955,-3.7417772,-4.4653506,3.423995,0.19597693,1.7448839,1.0300931,-1.3077102,0.056413819803994084,sad
Actor_10,03-01-08-01-01-01-10.wav,-570.51654,53.701954,1.3271428,9.562968,0.8598375,8.916297,-10.791361,1.0856661,-9.239048,-3.1580944,0.55675244,-1.3061163,-4.80719,-5.505276,-1.4971262,-3.1929004,-3.9869444,2.7759407,-1.3104194,-3.514906,0.10863615337171052,surprised
Actor_03,03-01-06-02-02-01-03.wav,-425.4289,71.385544,-13.045388,14.818954,-3.7614074,12.552749,-1.9730874,4.2654114,-14.23406,-6.522216,-6.463125,-9.7915325,-0.38614836,0.55494165,-10.215,-3.8317528,-2.2606876,-1.0869685,-0.15785758,1.1380461,0.07135049143145161,fearful
Actor_18,03-01-08-01-02-02-18.wav,-699.9483,54.74702,1.8782458,14.633469,-6.6950765,9.224676,-10.008348,7.0308514,-4.7925515,-8.428758,-5.4231014,-5.041843,-7.0253916,-4.661053,-6.5238204,-4.367684,-3.509374,-1.5341524,-4.1643376,-6.3124204,0.0495345744680851,surprised
Actor_03,03-01-08-01-01-02-03.wav,-589.1672,71.2543,-6.495868,10.41487,0.64617854,12.101652,-5.7627687,1.2785262,-9.006349,0.61223775,-0.48744762,-3.2950625,-0.63977903,2.0767636,-5.0856385,-1.4109238,-0.39609122,0.01665014,-3.008474,-3.0004687,0.0594482421875,surprised
Actor_01,03-01-04-01-01-01-01.wav,-715.8727,74.985306,2.9195237,11.441712,6.960729,13.466071,-6.72605,4.7315598,-6.0603504,-5.0608444,-7.6180463,-3.5482144,-1.2796025,-3.5052686,1.5040185,-1.6673055,-4.6470814,-1.3987222,0.42264083,-3.0675159,0.03940700954861111,sad
Actor_16,03-01-02-02-02-02-16.wav,-696.0972,66.14794,7.0698543,14.015484,-3.4265501,9.011341,-12.010906,-6.8540564,-8.274955,-2.6235404,-5.3353653,-1.3872105,-4.8763413,-6.1531377,-0.840636,-1.6555709,-6.2972226,-1.1218619,-3.8315935,-3.8421798,0.06218268557422969,calm
Actor_14,03-01-08-01-02-01-14.wav,-692.70294,41.62962,-2.3324797,6.8566804,-2.8768184,0.1972056,-12.430208,-0.0073650777,-13.692943,-2.2932494,-3.8554642,-5.704847,-4.8047857,-3.842432,-4.406726,-2.493392,-3.690853,-2.97499,-3.3782165,-2.5681314,0.07894907599667775,surprised
Actor_12,03-01-02-02-01-01-12.wav,-709.2109,75.48191,-2.8160505,13.39944,0.81659704,9.991022,-7.3866544,3.0766108,-4.227445,-5.44761,-5.009515,-5.670119,-6.221265,-2.8293908,-3.7094076,-7.884422,-3.125322,0.11732319,-5.0911765,-8.841394,0.05525170702077748,calm
Actor_18,03-01-03-01-01-01-18.wav,-650.4999,61.521507,-6.8846474,4.4444437,-2.5924377,6.24413,-10.429364,2.4675055,-8.44164,-10.932004,-3.943893,-5.586445,-5.1840262,-3.7310688,-6.47067,-3.755794,-3.492925,-1.305033,-6.513486,-6.6718926,0.0361328125,happy
Actor_17,03-01-04-01-02-01-17.wav,-667.53394,88.07488,6.5538845,17.171213,11.285568,16.446842,-0.31032586,14.623787,3.0518107,-5.7070775,-2.1317108,4.174416,0.28621626,-3.74602,3.0958838,5.797969,0.11081142,-1.0607761,0.87188065,0.01839299,0.07085471082089552,sad
Actor_04,03-01-06-02-01-01-04.wav,-442.46124,33.120922,-29.70545,7.697242,-11.136109,3.3971586,-10.724293,0.6040793,-12.326486,-12.598688,-3.23745,0.54230195,-2.5151796,0.13705543,-0.7996572,12.814405,14.33948,6.114643,-1.4114654,-2.6085024,0.11102591849662162,fearful
Actor_04,03-01-06-01-01-02-04.wav,-572.09424,50.042564,-21.69739,4.1832895,-5.0425167,-0.8314681,-14.074547,-0.050433308,-10.486915,-10.856223,-6.2900615,-3.3590667,-6.9415164,-5.4205213,-7.69008,-2.509901,-1.8004946,-4.62477,-4.7712693,-0.95223516,0.07798044305098684,fearful
Actor_04,03-01-07-01-01-01-04.wav,-628.2414,59.146286,-3.4290037,7.1251993,-4.969314,2.9737246,-8.271731,1.3791873,-6.1414022,-5.632515,-8.136984,-2.4559796,-3.0034993,-4.071291,-6.867607,-1.0879474,-0.29550275,-5.295255,-4.810289,-2.1828146,0.06460921490778689,disgust
Actor_12,03-01-05-01-02-01-12.wav,-655.6513,67.52314,1.2115293,15.549086,-2.581603,12.275012,-8.146252,2.1148965,-6.2462816,-8.891781,-2.618564,-2.3032904,-7.4034247,-2.6373572,-3.6309435,-5.8059025,-4.4405794,0.5180626,-6.4959106,-7.3316216,0.08973106971153846,angry
Actor_15,03-01-03-02-01-01-15.wav,-568.64,71.41573,-4.4614716,15.614258,11.390991,16.42709,-1.8279916,6.030004,5.4723496,3.3706324,0.30170205,6.1514206,2.443687,2.7564316,4.3215494,3.5151527,2.8152046,4.8253584,4.1912355,3.378058,0.04762126865671642,happy
Actor_08,03-01-03-01-01-02-08.wav,-671.64575,76.22051,-5.0666475,12.957191,13.695049,11.643517,-6.815738,6.645009,-3.8864179,-2.5205944,1.878753,-1.7442207,0.27202877,-1.2925079,-3.7407286,1.6058263,-1.1400942,0.86401284,-1.6968533,-3.3680742,0.057113789183436535,happy
Actor_25,03-01-03-01-02-02-25.wav,-182.0694,48.431847,16.172285,8.26681,3.6719854,-2.1823945,-10.842553,-0.7472263,-3.0452104,-3.8739316,-5.4720836,-2.68675,-1.475534,-5.6576157,-7.600754,-3.739477,-5.5507836,-4.1066194,-4.296241,-2.764211,0.20521897536057693,happy
Actor_13,03-01-03-01-01-01-13.wav,-694.52014,76.67059,-1.8159063,7.7751255,4.842866,12.204663,-1.8201214,0.29096624,-2.7119222,-4.325731,-4.1571617,0.6116436,3.8283722,-3.124988,-0.37097374,5.5259056,-2.460028,-3.3581796,1.8168732,-0.382096,0.05701326069078947,happy
Actor_02,03-01-08-02-01-02-02.wav,-574.09515,56.993507,-20.57765,0.95600295,-4.247905,-1.0783085,-14.463268,3.3202925,-8.172607,-4.008372,-4.2820487,-3.434837,-4.926553,-3.5005183,-2.9101987,0.65869987,3.0105999,2.7220075,-1.151285,0.26705584,0.0901168564618644,surprised
Actor_03,03-01-04-02-02-01-03.wav,-454.31,71.67222,-8.020229,7.775586,1.767396,12.760119,-3.620777,-1.3776388,-12.551631,-8.867118,-8.763047,-9.168039,-1.5708232,-3.5845604,-8.510371,-0.42887056,-3.427,-4.3741374,-0.6118799,0.8605401,0.06218845858895705,sad
Actor_16,03-01-08-02-01-01-16.wav,-585.705,57.267277,-6.1712413,-0.7724894,-0.92451024,-2.01503,-10.335775,-5.846648,-13.503956,-4.9356446,-3.0534773,-2.328507,-7.4681964,-6.252275,-2.8555825,-4.6133056,-5.5217743,-0.5779607,-4.3424845,-5.5576134,0.054668380553463854,surprised
Actor_03,03-01-06-01-01-01-03.wav,-614.97107,86.72635,-6.0663347,17.970036,-1.0990664,14.759195,-5.1752567,-0.3026929,-15.730035,-7.23711,1.0268164,-5.4319572,-1.6544391,-2.7159348,-6.2982473,-2.2746801,-4.1631427,-3.6193705,-1.6345208,-1.6523114,0.07543041087962964,fearful
Actor_23,03-01-08-02-01-01-23.wav,-557.01434,56.569588,-11.098543,6.483811,-4.3218775,10.319003,-7.6697083,-4.8674583,-8.262742,-5.8556585,-6.0467253,-4.562987,-1.1571616,-3.7082238,-6.455809,-3.8577306,-4.8243985,-6.4195433,-4.365483,-3.1404943,0.09339083871580547,surprised
Actor_14,03-01-08-02-01-01-14.wav,-665.8939,53.69266,-1.815803,3.3846314,-6.885157,-1.1638926,-13.577339,5.13971,-9.302531,-4.4185843,-5.960267,-2.2079918,-5.4512205,-4.936996,-6.216043,-0.6922998,-1.1237667,-1.8172542,-2.9423423,0.76411664,0.0764978321883378,surprised
Actor_16,03-01-05-02-01-01-16.wav,-470.2107,48.589825,-8.505513,5.728758,-3.0265071,-2.5719056,-14.422111,0.16104412,-6.6395006,-8.884907,-6.1922703,0.9303705,-5.094511,-6.937171,-0.82444924,-1.559181,-6.4674015,-2.2382336,-6.228189,-4.7789373,0.0707981631199732,angry
Actor_01,03-01-07-01-02-01-01.wav,-700.34393,84.596725,5.775723,14.642684,3.434235,12.270109,-4.2028184,8.19937,-12.218773,-3.790657,-6.892418,0.20407355,-0.93694717,-2.4299724,-0.43927637,-0.21022034,-4.740319,-1.789356,1.0149913,-2.3585024,0.05326267930327869,disgust
